@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
472,10186,675,1642,2399,0.406335,0.937851,0.861177,0.937851,0.138823,0.89788,0.793719,1.181591,0.455876
473,10186,675,1641,2400,0.406088,0.937851,0.86125,0.937851,0.13875,0.89792,0.793652,1.181691,0.456
474,10179,682,1629,2412,0.403118,0.937207,0.862043,0.937207,0.137957,0.898055,0.792377,1.182779,0.458
475,10170,691,1622,2419,0.401386,0.936378,0.862449,0.936378,0.137551,0.897894,0.791303,1.183336,0.459
476,10169,692,1622,2419,0.401386,0.936286,0.862437,0.936286,0.137563,0.897846,0.791236,1.18332,0.46
477,10160,701,1615,2426,0.399654,0.935457,0.862845,0.935457,0.137155,0.897685,0.790162,1.18388,0.460667
478,10160,701,1614,2427,0.399406,0.935457,0.862918,0.935457,0.137082,0.897725,0.790095,1.18398,0.462
479,10158,703,1605,2436,0.397179,0.935273,0.863555,0.935273,0.136445,0.897984,0.789357,1.184854,0.463333
480,10158,703,1604,2437,0.396931,0.935273,0.863629,0.935273,0.136371,0.898024,0.78929,1.184955,0.464
481,10154,707,1593,2448,0.394209,0.934905,0.864391,0.934905,0.135609,0.898266,0.788283,1.186001,0.465633
482,10154,707,1592,2449,0.393962,0.934905,0.864464,0.934905,0.135536,0.898306,0.788216,1.186102,0.466
483,10148,713,1583,2458,0.391735,0.934352,0.865058,0.934352,0.134942,0.898371,0.78721,1.186917,0.466333
484,10147,714,1583,2458,0.391735,0.93426,0.865047,0.93426,0.134953,0.898322,0.787143,1.186901,0.467
485,10147,714,1582,2459,0.391487,0.93426,0.865121,0.93426,0.134879,0.898362,0.787076,1.187002,0.467333
486,10147,714,1581,2460,0.39124,0.93426,0.865194,0.93426,0.134806,0.898402,0.787008,1.187103,0.468
487,10143,718,1576,2465,0.390002,0.933892,0.865518,0.933892,0.134482,0.898406,0.786405,1.187546,0.468333
488,10142,719,1576,2465,0.390002,0.9338,0.865506,0.9338,0.134494,0.898357,0.786337,1.187531,0.469
489,10142,719,1574,2467,0.389508,0.9338,0.865654,0.9338,0.134346,0.898436,0.786203,1.187733,0.469333
490,10141,720,1574,2467,0.389508,0.933708,0.865642,0.933708,0.134358,0.898388,0.786136,1.187718,0.47
491,10136,725,1568,2473,0.388023,0.933247,0.866029,0.933247,0.133971,0.898382,0.785398,1.188248,0.4715
492,10136,725,1567,2474,0.387775,0.933247,0.866103,0.933247,0.133897,0.898422,0.785331,1.188349,0.472
493,10131,730,1564,2477,0.387033,0.932787,0.866268,0.932787,0.133732,0.898298,0.784794,1.188576,0.473
494,10131,730,1563,2478,0.386785,0.932787,0.866342,0.932787,0.133658,0.898337,0.784727,1.188677,0.473533
495,10131,730,1562,2479,0.386538,0.932787,0.866416,0.932787,0.133584,0.898377,0.78466,1.188779,0.474
496,10129,732,1555,2486,0.384806,0.932603,0.866912,0.932603,0.133088,0.898558,0.784056,1.18946,0.475
497,10127,734,1555,2486,0.384806,0.932419,0.866889,0.932419,0.133111,0.898461,0.783922,1.189429,0.476
498,10119,742,1548,2493,0.383073,0.931682,0.867318,0.931682,0.132682,0.898349,0.782915,1.190017,0.476
499,10119,742,1547,2494,0.382826,0.931682,0.867392,0.931682,0.132608,0.898389,0.782848,1.190119,0.476333
500,10118,743,1547,2494,0.382826,0.93159,0.867381,0.93159,0.132619,0.89834,0.782781,1.190103,0.477
501,10118,743,1546,2495,0.382579,0.93159,0.867455,0.93159,0.132545,0.89838,0.782714,1.190205,0.478
502,10109,752,1539,2502,0.380846,0.930761,0.867874,0.930761,0.132126,0.898218,0.78164,1.19078,0.48
503,10104,757,1536,2505,0.380104,0.930301,0.868041,0.930301,0.131959,0.898093,0.781103,1.191009,0.481
504,10103,758,1536,2505,0.380104,0.930209,0.86803,0.930209,0.13197,0.898044,0.781036,1.190994,0.481333
505,10103,758,1535,2506,0.379856,0.930209,0.868104,0.930209,0.131896,0.898084,0.780969,1.191096,0.482
506,10100,761,1531,2510,0.378867,0.929933,0.868369,0.929933,0.131631,0.898097,0.780499,1.191459,0.484
507,10093,768,1525,2516,0.377382,0.929288,0.868738,0.929288,0.131262,0.897994,0.779627,1.191965,0.486
508,10089,772,1522,2519,0.376639,0.92892,0.868917,0.92892,0.131083,0.897917,0.779157,1.192211,0.486667
509,10089,772,1521,2520,0.376392,0.92892,0.868992,0.92892,0.131008,0.897957,0.77909,1.192314,0.4868
510,10089,772,1520,2521,0.376145,0.92892,0.869067,0.92892,0.130933,0.897997,0.779023,1.192417,0.486833
511,10089,772,1519,2522,0.375897,0.92892,0.869142,0.92892,0.130858,0.898037,0.778956,1.192519,0.4874
512,10089,772,1518,2523,0.37565,0.92892,0.869217,0.92892,0.130783,0.898077,0.778889,1.192622,0.488
513,10083,778,1512,2529,0.374165,0.928368,0.869599,0.928368,0.130401,0.898023,0.778083,1.193146,0.4888
514,10083,778,1511,2530,0.373917,0.928368,0.869674,0.928368,0.130326,0.898063,0.778016,1.193249,0.49
515,10081,780,1506,2535,0.37268,0.928183,0.870027,0.928183,0.129973,0.898165,0.777547,1.193733,0.491
516,10080,781,1506,2535,0.37268,0.928091,0.870016,0.928091,0.129984,0.898116,0.77748,1.193718,0.4915
517,10080,781,1505,2536,0.372433,0.928091,0.870091,0.928091,0.129909,0.898156,0.777412,1.193821,0.492
518,10077,784,1501,2540,0.371443,0.927815,0.870358,0.927815,0.129642,0.898168,0.776943,1.194187,0.4936
519,10077,784,1500,2541,0.371195,0.927815,0.870433,0.927815,0.129567,0.898208,0.776876,1.19429,0.494
520,10073,788,1491,2550,0.368968,0.927447,0.871065,0.927447,0.128935,0.898372,0.776003,1.195158,0.496
521,10069,792,1482,2559,0.366741,0.927079,0.871699,0.927079,0.128301,0.898536,0.775131,1.196028,0.496333
522,10069,792,1481,2560,0.366493,0.927079,0.871775,0.927079,0.128225,0.898577,0.775064,1.196132,0.498
523,10064,797,1478,2563,0.365751,0.926618,0.871946,0.926618,0.128054,0.898451,0.774527,1.196367,0.498388
524,10063,798,1478,2563,0.365751,0.926526,0.871935,0.926526,0.128065,0.898402,0.77446,1.196351,0.5
525,10059,802,1475,2566,0.365009,0.926158,0.872117,0.926158,0.127883,0.898326,0.77399,1.196602,0.501
526,10059,802,1474,2567,0.364761,0.926158,0.872193,0.926158,0.127807,0.898366,0.773923,1.196705,0.501667
527,10058,803,1474,2567,0.364761,0.926066,0.872182,0.926066,0.127818,0.898316,0.773856,1.19669,0.502
528,10053,808,1471,2570,0.364019,0.925605,0.872353,0.925605,0.127647,0.898191,0.773319,1.196926,0.504
529,10050,811,1463,2578,0.362039,0.925329,0.872926,0.925329,0.127074,0.898364,0.772581,1.197712,0.506
530,10044,817,1459,2582,0.361049,0.924777,0.873164,0.924777,0.126836,0.898229,0.77191,1.198037,0.506029
531,10044,817,1458,2583,0.360802,0.924777,0.873239,0.924777,0.126761,0.898269,0.771843,1.198141,0.508
532,10034,827,1451,2590,0.35907,0.923856,0.873661,0.923856,0.126339,0.898058,0.770702,1.19872,0.509
533,10034,827,1450,2591,0.358822,0.923856,0.873737,0.923856,0.126263,0.898098,0.770635,1.198825,0.51
534,10022,839,1444,2597,0.357337,0.922751,0.874062,0.922751,0.125938,0.897747,0.769427,1.199271,0.511648
535,10021,840,1444,2597,0.357337,0.922659,0.874051,0.922659,0.125949,0.897698,0.76936,1.199256,0.512
536,10013,848,1436,2605,0.355358,0.921922,0.874574,0.921922,0.125426,0.897624,0.768286,1.199973,0.513
537,10012,849,1436,2605,0.355358,0.92183,0.874563,0.92183,0.125437,0.897575,0.768219,1.199958,0.514
538,10003,858,1433,2608,0.354615,0.921002,0.874694,0.921002,0.125306,0.897251,0.767414,1.200137,0.515333
539,10002,859,1433,2608,0.354615,0.92091,0.874683,0.92091,0.125317,0.897201,0.767347,1.200122,0.5155
540,10001,860,1433,2608,0.354615,0.920818,0.874672,0.920818,0.125328,0.897152,0.76728,1.200107,0.516
541,9992,869,1428,2613,0.353378,0.919989,0.874956,0.919989,0.125044,0.896908,0.76634,1.200497,0.51619
542,9991,870,1428,2613,0.353378,0.919897,0.874945,0.919897,0.125055,0.896858,0.766273,1.200482,0.517
543,9990,871,1428,2613,0.353378,0.919805,0.874934,0.919805,0.125066,0.896809,0.766206,1.200467,0.518
544,9985,876,1423,2618,0.352141,0.919344,0.875263,0.919344,0.124737,0.896762,0.765535,1.200918,0.518833
545,9985,876,1422,2619,0.351893,0.919344,0.87534,0.919344,0.12466,0.896803,0.765468,1.201023,0.52
546,9979,882,1418,2623,0.350903,0.918792,0.875581,0.918792,0.124419,0.896666,0.764797,1.201355,0.521
547,9978,883,1417,2624,0.350656,0.9187,0.875647,0.9187,0.124353,0.896657,0.764662,1.201445,0.521138
548,9977,884,1417,2624,0.350656,0.918608,0.875636,0.918608,0.124364,0.896608,0.764595,1.20143,0.522
549,9974,887,1414,2627,0.349913,0.918332,0.875834,0.918332,0.124166,0.89658,0.764193,1.201702,0.523
550,9973,888,1414,2627,0.349913,0.91824,0.875823,0.91824,0.124177,0.89653,0.764126,1.201687,0.523755
551,9972,889,1414,2627,0.349913,0.918148,0.875812,0.918148,0.124188,0.89648,0.764059,1.201672,0.524
552,9964,897,1408,2633,0.348429,0.917411,0.876187,0.917411,0.123813,0.896325,0.763119,1.202186,0.525
553,9963,898,1408,2633,0.348429,0.917319,0.876176,0.917319,0.123824,0.896276,0.763052,1.202171,0.526
554,9959,902,1402,2639,0.346944,0.916951,0.876595,0.916951,0.123405,0.896319,0.762381,1.202746,0.526086
555,9958,903,1402,2639,0.346944,0.916858,0.876585,0.916858,0.123415,0.896269,0.762314,1.202731,0.526367
556,9957,904,1402,2639,0.346944,0.916766,0.876574,0.916766,0.123426,0.89622,0.762247,1.202716,0.526533
557,9957,904,1401,2640,0.346696,0.916766,0.876651,0.916766,0.123349,0.89626,0.76218,1.202822,0.527033
558,9957,904,1400,2641,0.346449,0.916766,0.876728,0.916766,0.123272,0.8963,0.762112,1.202928,0.528
559,9945,916,1395,2646,0.345212,0.915662,0.876984,0.915662,0.123016,0.895906,0.760972,1.203279,0.529186
560,9944,917,1395,2646,0.345212,0.915569,0.876973,0.915569,0.123027,0.895856,0.760905,1.203265,0.53
561,9938,923,1382,2659,0.341995,0.915017,0.877915,0.915017,0.122085,0.896082,0.75963,1.204557,0.531
562,9938,923,1381,2660,0.341747,0.915017,0.877993,0.915017,0.122007,0.896123,0.759562,1.204663,0.531667
563,9937,924,1381,2660,0.341747,0.914925,0.877982,0.914925,0.122018,0.896073,0.759495,1.204649,0.532
564,9930,931,1374,2667,0.340015,0.91428,0.87845,0.91428,0.12155,0.896007,0.758556,1.205291,0.532667
565,9930,931,1372,2669,0.33952,0.91428,0.878606,0.91428,0.121394,0.896088,0.758422,1.205504,0.532769
566,9930,931,1371,2670,0.339272,0.91428,0.878683,0.91428,0.121317,0.896129,0.758355,1.205611,0.534
567,9925,936,1366,2675,0.338035,0.91382,0.879019,0.91382,0.120981,0.896082,0.757684,1.206071,0.535533
568,9925,936,1365,2676,0.337788,0.91382,0.879097,0.91382,0.120903,0.896122,0.757616,1.206178,0.536
569,9922,939,1359,2682,0.336303,0.913544,0.879532,0.913544,0.120468,0.896215,0.757012,1.206775,0.537833
570,9921,940,1359,2682,0.336303,0.913452,0.879521,0.913452,0.120479,0.896165,0.756945,1.206761,0.537948
571,9920,941,1359,2682,0.336303,0.91336,0.879511,0.91336,0.120489,0.896116,0.756878,1.206746,0.538
572,9911,950,1349,2692,0.333828,0.912531,0.880195,0.912531,0.119805,0.896072,0.755603,1.207685,0.5388
573,9910,951,1349,2692,0.333828,0.912439,0.880185,0.912439,0.119815,0.896022,0.755536,1.207671,0.539667
574,9910,951,1348,2693,0.333581,0.912439,0.880263,0.912439,0.119737,0.896062,0.755469,1.207778,0.54
575,9901,960,1343,2698,0.332343,0.91161,0.880559,0.91161,0.119441,0.895815,0.75453,1.208184,0.542
576,9892,969,1339,2702,0.331354,0.910782,0.880776,0.910782,0.119224,0.895528,0.753657,1.208483,0.543
577,9891,970,1339,2702,0.331354,0.91069,0.880766,0.91069,0.119234,0.895478,0.75359,1.208468,0.544
578,9883,978,1329,2712,0.328879,0.909953,0.881466,0.909953,0.118534,0.895483,0.752382,1.209429,0.545
579,9881,980,1328,2713,0.328632,0.909769,0.881524,0.909769,0.118476,0.895424,0.752181,1.209508,0.546
580,9876,985,1316,2725,0.325662,0.909309,0.882416,0.909309,0.117584,0.89566,0.75104,1.210732,0.5475
581,9876,985,1315,2726,0.325415,0.909309,0.882495,0.909309,0.117505,0.895701,0.750973,1.21084,0.548
582,9872,989,1308,2733,0.323682,0.90894,0.883005,0.90894,0.116995,0.895785,0.750235,1.211541,0.5482
583,9871,990,1308,2733,0.323682,0.908848,0.882995,0.908848,0.117005,0.895735,0.750168,1.211527,0.548267
584,9870,991,1308,2733,0.323682,0.908756,0.882984,0.908756,0.117016,0.895685,0.750101,1.211512,0.55
585,9862,999,1304,2737,0.322692,0.90802,0.883217,0.90802,0.116783,0.895446,0.749295,1.211831,0.5512
586,9861,1000,1304,2737,0.322692,0.907927,0.883206,0.907927,0.116794,0.895396,0.749228,1.211817,0.552
587,9855,1006,1301,2740,0.32195,0.907375,0.883381,0.907375,0.116619,0.895217,0.748624,1.212057,0.552267
588,9854,1007,1301,2740,0.32195,0.907283,0.883371,0.907283,0.116629,0.895167,0.748557,1.212042,0.5524
589,9853,1008,1301,2740,0.32195,0.907191,0.88336,0.907191,0.11664,0.895117,0.74849,1.212028,0.553333
590,9853,1008,1300,2741,0.321703,0.907191,0.883439,0.907191,0.116561,0.895158,0.748423,1.212136,0.554
591,9841,1020,1295,2746,0.320465,0.906086,0.88371,0.906086,0.11629,0.894758,0.747282,1.212508,0.5543
592,9840,1021,1295,2746,0.320465,0.905994,0.8837,0.905994,0.1163,0.894708,0.747215,1.212494,0.555833
593,9839,1022,1295,2746,0.320465,0.905902,0.88369,0.905902,0.11631,0.894658,0.747148,1.21248,0.556
594,9828,1033,1292,2749,0.319723,0.904889,0.883813,0.904889,0.116187,0.894227,0.746209,1.212649,0.557
595,9827,1034,1292,2749,0.319723,0.904797,0.883803,0.904797,0.116197,0.894177,0.746141,1.212635,0.558
596,9822,1039,1288,2753,0.318733,0.904337,0.884068,0.904337,0.115932,0.894088,0.745538,1.212999,0.559
597,9821,1040,1288,2753,0.318733,0.904245,0.884058,0.904245,0.115942,0.894037,0.74547,1.212985,0.559667
598,9820,1041,1288,2753,0.318733,0.904152,0.884048,0.904152,0.115952,0.893987,0.745403,1.212971,0.56
599,9813,1048,1281,2760,0.317001,0.903508,0.884532,0.903508,0.115468,0.893919,0.744464,1.213636,0.560333
600,9812,1049,1281,2760,0.317001,0.903416,0.884522,0.903416,0.115478,0.893869,0.744397,1.213622,0.562
601,9807,1054,1279,2762,0.316506,0.902956,0.884629,0.902956,0.115371,0.893698,0.743927,1.213769,0.562667
602,9807,1054,1278,2763,0.316258,0.902956,0.884709,0.902956,0.115291,0.893739,0.74386,1.213879,0.564
603,9804,1057,1271,2770,0.314526,0.902679,0.885237,0.902679,0.114763,0.893873,0.743189,1.214603,0.565333
604,9804,1057,1270,2771,0.314279,0.902679,0.885317,0.902679,0.114683,0.893914,0.743122,1.214713,0.566
605,9797,1064,1263,2778,0.312546,0.902035,0.885805,0.902035,0.114195,0.893846,0.742182,1.215382,0.567974
606,9796,1065,1263,2778,0.312546,0.901943,0.885794,0.901943,0.114206,0.893796,0.742115,1.215368,0.568
607,9787,1074,1261,2780,0.312051,0.901114,0.885862,0.901114,0.114138,0.893423,0.741377,1.21546,0.57
608,9781,1080,1251,2790,0.309577,0.900562,0.886603,0.900562,0.113397,0.893528,0.740303,1.216477,0.572
609,9774,1087,1243,2798,0.307597,0.899917,0.887174,0.899917,0.112826,0.8935,0.739297,1.217261,0.5725
610,9773,1088,1243,2798,0.307597,0.899825,0.887164,0.899825,0.112836,0.89345,0.73923,1.217247,0.573333
611,9773,1088,1242,2799,0.30735,0.899825,0.887245,0.899825,0.112755,0.893491,0.739163,1.217358,0.573867
612,9772,1089,1242,2799,0.30735,0.899733,0.887234,0.899733,0.112766,0.89344,0.739095,1.217343,0.574
613,9759,1102,1236,2805,0.305865,0.898536,0.887585,0.898536,0.112415,0.893027,0.73782,1.217825,0.575
614,9758,1103,1236,2805,0.305865,0.898444,0.887575,0.898444,0.112425,0.892976,0.737753,1.217811,0.575733
615,9757,1104,1236,2805,0.305865,0.898352,0.887565,0.898352,0.112435,0.892926,0.737686,1.217797,0.576
616,9749,1112,1230,2811,0.30438,0.897615,0.887968,0.897615,0.112032,0.892766,0.736747,1.21835,0.5765
617,9748,1113,1230,2811,0.30438,0.897523,0.887958,0.897523,0.112042,0.892715,0.73668,1.218336,0.577
618,9748,1113,1229,2812,0.304133,0.897523,0.888039,0.897523,0.111961,0.892756,0.736613,1.218447,0.578
619,9741,1120,1226,2815,0.30339,0.896879,0.88821,0.896879,0.11179,0.892523,0.735941,1.218682,0.5785
620,9740,1121,1226,2815,0.30339,0.896787,0.8882,0.896787,0.1118,0.892473,0.735874,1.218668,0.578533
621,9740,1121,1225,2816,0.303143,0.896787,0.888281,0.896787,0.111719,0.892514,0.735807,1.218779,0.578667
622,9739,1122,1225,2816,0.303143,0.896695,0.888271,0.896695,0.111729,0.892463,0.73574,1.218765,0.579
623,9739,1122,1224,2817,0.302895,0.896695,0.888352,0.896695,0.111648,0.892504,0.735673,1.218876,0.58
624,9732,1129,1217,2824,0.301163,0.89605,0.888848,0.89605,0.111152,0.892435,0.734734,1.219558,0.5808
625,9731,1130,1217,2824,0.301163,0.895958,0.888838,0.895958,0.111162,0.892384,0.734666,1.219544,0.582
626,9721,1140,1212,2829,0.299926,0.895037,0.889143,0.895037,0.110857,0.89208,0.73366,1.219962,0.583333
627,9720,1141,1212,2829,0.299926,0.894945,0.889133,0.894945,0.110867,0.89203,0.733593,1.219948,0.5839
628,9719,1142,1212,2829,0.299926,0.894853,0.889123,0.894853,0.110877,0.891979,0.733526,1.219934,0.583954
629,9718,1143,1212,2829,0.299926,0.894761,0.889113,0.894761,0.110887,0.891928,0.733459,1.21992,0.584
630,9707,1154,1207,2834,0.298688,0.893748,0.889408,0.893748,0.110592,0.891573,0.732385,1.220326,0.584667
631,9707,1154,1206,2835,0.298441,0.893748,0.88949,0.893748,0.11051,0.891614,0.732318,1.220438,0.585
632,9706,1155,1206,2835,0.298441,0.893656,0.889479,0.893656,0.110521,0.891563,0.732251,1.220424,0.585995
633,9705,1156,1206,2835,0.298441,0.893564,0.889469,0.893564,0.110531,0.891512,0.732184,1.22041,0.586
634,9698,1163,1203,2838,0.297699,0.89292,0.889643,0.89292,0.110357,0.891278,0.731513,1.220648,0.58691
635,9697,1164,1203,2838,0.297699,0.892828,0.889633,0.892828,0.110367,0.891227,0.731445,1.220635,0.588
636,9690,1171,1201,2840,0.297204,0.892183,0.889725,0.892183,0.110275,0.890953,0.730841,1.220761,0.5895
637,9689,1172,1201,2840,0.297204,0.892091,0.889715,0.892091,0.110285,0.890902,0.730774,1.220747,0.59
638,9682,1179,1193,2848,0.295224,0.891446,0.890299,0.891446,0.109701,0.890872,0.729768,1.221548,0.590933
639,9682,1179,1192,2849,0.294976,0.891446,0.890381,0.891446,0.109619,0.890913,0.729701,1.22166,0.5911
640,9682,1179,1191,2850,0.294729,0.891446,0.890463,0.891446,0.109537,0.890954,0.729634,1.221773,0.591333
641,9681,1180,1191,2850,0.294729,0.891354,0.890453,0.891354,0.109547,0.890903,0.729567,1.221759,0.592
642,9675,1186,1183,2858,0.292749,0.890802,0.891048,0.890802,0.108952,0.890925,0.728627,1.222576,0.592667
643,9674,1187,1183,2858,0.292749,0.89071,0.891038,0.89071,0.108962,0.890874,0.72856,1.222562,0.594
644,9670,1191,1179,2862,0.291759,0.890342,0.891326,0.890342,0.108674,0.890834,0.728023,1.222958,0.5945
645,9670,1191,1178,2863,0.291512,0.890342,0.891409,0.890342,0.108591,0.890875,0.727956,1.223071,0.596
646,9662,1199,1171,2870,0.28978,0.889605,0.891904,0.889605,0.108096,0.890753,0.726949,1.223751,0.597
647,9661,1200,1171,2870,0.28978,0.889513,0.891894,0.889513,0.108106,0.890702,0.726882,1.223737,0.598
648,9652,1209,1169,2872,0.289285,0.888684,0.891969,0.888684,0.108031,0.890324,0.726144,1.22384,0.598667
649,9651,1210,1169,2872,0.289285,0.888592,0.891959,0.888592,0.108041,0.890273,0.726077,1.223826,0.6
650,9647,1214,1164,2877,0.288048,0.888224,0.892332,0.888224,0.107668,0.890273,0.725473,1.224338,0.602
651,9634,1227,1157,2884,0.286315,0.887027,0.892781,0.887027,0.107219,0.889895,0.724131,1.224954,0.603133
652,9634,1227,1156,2885,0.286068,0.887027,0.892864,0.887027,0.107136,0.889936,0.724064,1.225067,0.604
653,9628,1233,1151,2890,0.28483,0.886475,0.893218,0.886475,0.106782,0.889834,0.723326,1.225554,0.606
654,9618,1243,1145,2896,0.283346,0.885554,0.893617,0.885554,0.106383,0.889567,0.722252,1.226101,0.608
655,9605,1256,1140,2901,0.282108,0.884357,0.893904,0.884357,0.106096,0.889105,0.721044,1.226495,0.61
656,9600,1261,1136,2905,0.281119,0.883897,0.894188,0.883897,0.105812,0.889012,0.72044,1.226884,0.6112
657,9600,1261,1135,2906,0.280871,0.883897,0.894271,0.883897,0.105729,0.889054,0.720373,1.226998,0.612
658,9593,1268,1131,2910,0.279881,0.883252,0.894536,0.883252,0.105464,0.888858,0.719635,1.227361,0.6122
659,9592,1269,1131,2910,0.279881,0.88316,0.894526,0.88316,0.105474,0.888807,0.719568,1.227348,0.613
660,9591,1270,1130,2911,0.279634,0.883068,0.894599,0.883068,0.105401,0.888796,0.719434,1.227449,0.614
661,9586,1275,1127,2914,0.278891,0.882607,0.894801,0.882607,0.105199,0.888662,0.718897,1.227725,0.615333
662,9586,1275,1126,2915,0.278644,0.882607,0.894884,0.882607,0.105116,0.888703,0.71883,1.22784,0.616
663,9577,1284,1123,2918,0.277902,0.881779,0.895047,0.881779,0.104953,0.888363,0.718024,1.228062,0.617
664,9577,1284,1122,2919,0.277654,0.881779,0.89513,0.881779,0.10487,0.888404,0.717957,1.228177,0.618
665,9569,1292,1115,2926,0.275922,0.881042,0.895638,0.881042,0.104362,0.88828,0.716951,1.228874,0.6195
666,9569,1292,1114,2927,0.275674,0.881042,0.895722,0.881042,0.104278,0.888322,0.716884,1.228989,0.62
667,9561,1300,1108,2933,0.27419,0.880306,0.896148,0.880306,0.103852,0.888156,0.715944,1.229573,0.621
668,9560,1301,1108,2933,0.27419,0.880214,0.896138,0.880214,0.103862,0.888104,0.715877,1.22956,0.622
669,9556,1305,1104,2937,0.2732,0.879845,0.896435,0.879845,0.103565,0.888063,0.71534,1.229968,0.6228
670,9556,1305,1103,2938,0.272952,0.879845,0.896519,0.879845,0.103481,0.888104,0.715273,1.230083,0.623
671,9556,1305,1102,2939,0.272705,0.879845,0.896603,0.879845,0.103397,0.888145,0.715206,1.230198,0.623333
672,9555,1306,1102,2939,0.272705,0.879753,0.896594,0.879753,0.103406,0.888094,0.715139,1.230185,0.624
673,9546,1315,1097,2944,0.271467,0.878925,0.896928,0.878925,0.103072,0.887835,0.714199,1.230643,0.626
674,9539,1322,1090,2951,0.269735,0.87828,0.89745,0.87828,0.10255,0.887762,0.71326,1.23136,0.627
675,9538,1323,1090,2951,0.269735,0.878188,0.897441,0.878188,0.102559,0.88771,0.713193,1.231347,0.627917
676,9537,1324,1090,2951,0.269735,0.878096,0.897431,0.878096,0.102569,0.887658,0.713126,1.231334,0.628
677,9527,1334,1085,2956,0.268498,0.877175,0.897757,0.877175,0.102243,0.887347,0.712119,1.231781,0.63
678,9515,1346,1074,2967,0.265776,0.87607,0.898574,0.87607,0.101426,0.887179,0.710576,1.232902,0.631948
679,9515,1346,1073,2968,0.265528,0.87607,0.898659,0.87607,0.101341,0.887221,0.710509,1.233019,0.632
680,9507,1354,1068,2973,0.264291,0.875334,0.899007,0.875334,0.100993,0.887013,0.709636,1.233496,0.6325
681,9506,1355,1068,2973,0.264291,0.875242,0.898998,0.875242,0.101002,0.886961,0.709569,1.233483,0.633
682,9505,1356,1068,2973,0.264291,0.87515,0.898988,0.87515,0.101012,0.886909,0.709502,1.23347,0.633427
683,9505,1356,1067,2974,0.264044,0.87515,0.899073,0.87515,0.100927,0.88695,0.709435,1.233587,0.633467
684,9505,1356,1066,2975,0.263796,0.87515,0.899158,0.87515,0.100842,0.886991,0.709368,1.233703,0.634
685,9493,1368,1061,2980,0.262559,0.874045,0.899469,0.874045,0.100531,0.886575,0.708227,1.234131,0.635117
686,9493,1368,1060,2981,0.262311,0.874045,0.899555,0.874045,0.100445,0.886616,0.70816,1.234248,0.635333
687,9492,1369,1060,2981,0.262311,0.873953,0.899545,0.873953,0.100455,0.886564,0.708093,1.234235,0.636
688,9480,1381,1056,2985,0.261321,0.872848,0.899772,0.872848,0.100228,0.886106,0.707019,1.234546,0.636667
689,9479,1382,1056,2985,0.261321,0.872756,0.899763,0.872756,0.100237,0.886053,0.706952,1.234533,0.638
690,9468,1393,1048,2993,0.259342,0.871743,0.900342,0.871743,0.099658,0.885812,0.705677,1.235328,0.639
691,9468,1393,1047,2994,0.259094,0.871743,0.900428,0.871743,0.099572,0.885853,0.70561,1.235446,0.639033
692,9467,1394,1047,2994,0.259094,0.871651,0.900418,0.871651,0.099582,0.885801,0.705543,1.235433,0.64
693,9451,1410,1043,2998,0.258104,0.870178,0.90061,0.870178,0.09939,0.885132,0.704201,1.235695,0.640667
694,9450,1411,1042,2999,0.257857,0.870086,0.900686,0.870086,0.099314,0.885122,0.704067,1.2358,0.641
695,9449,1412,1042,2999,0.257857,0.869994,0.900677,0.869994,0.099323,0.885069,0.703999,1.235787,0.641667
696,9448,1413,1042,2999,0.257857,0.869901,0.900667,0.869901,0.099333,0.885017,0.703932,1.235774,0.642
697,9434,1427,1036,3005,0.256372,0.868612,0.901051,0.868612,0.098949,0.884534,0.70259,1.2363,0.642167
698,9433,1428,1036,3005,0.256372,0.86852,0.901041,0.86852,0.098959,0.884482,0.702523,1.236287,0.642267
699,9432,1429,1036,3005,0.256372,0.868428,0.901032,0.868428,0.098968,0.88443,0.702456,1.236274,0.644
700,9425,1436,1029,3012,0.25464,0.867784,0.901569,0.867784,0.098431,0.884354,0.701517,1.237011,0.644667
701,9424,1437,1029,3012,0.25464,0.867692,0.901559,0.867692,0.098441,0.884301,0.701449,1.236998,0.646
702,9409,1452,1022,3019,0.252908,0.866311,0.902023,0.866311,0.097977,0.883806,0.699973,1.237634,0.646333
703,9409,1452,1021,3020,0.25266,0.866311,0.902109,0.866311,0.097891,0.883848,0.699906,1.237753,0.647
704,9408,1453,1021,3020,0.25266,0.866219,0.9021,0.866219,0.0979,0.883795,0.699839,1.23774,0.647243
705,9407,1454,1021,3020,0.25266,0.866127,0.902091,0.866127,0.097909,0.883743,0.699772,1.237727,0.647333
706,9407,1454,1020,3021,0.252413,0.866127,0.902177,0.866127,0.097823,0.883784,0.699705,1.237846,0.648
707,9396,1465,1015,3026,0.251175,0.865114,0.902507,0.865114,0.097493,0.883415,0.698631,1.238298,0.649
708,9395,1466,1015,3026,0.251175,0.865022,0.902498,0.865022,0.097502,0.883362,0.698564,1.238286,0.649367
