@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
232,10641,220,2614,1427,0.64687,0.979744,0.802791,0.979744,0.197209,0.882485,0.889478,1.101482,0.246667
233,10641,220,2613,1428,0.646622,0.979744,0.802852,0.979744,0.197148,0.882521,0.889411,1.101565,0.247
234,10641,220,2612,1429,0.646375,0.979744,0.802913,0.979744,0.197087,0.882558,0.889344,1.101648,0.248
235,10640,221,2606,1435,0.64489,0.979652,0.803261,0.979652,0.196739,0.882731,0.888874,1.102127,0.2485
236,10640,221,2605,1436,0.644642,0.979652,0.803322,0.979652,0.196678,0.882768,0.888807,1.10221,0.249
237,10640,221,2604,1437,0.644395,0.979652,0.803383,0.979652,0.196617,0.882804,0.88874,1.102293,0.249533
238,10640,221,2603,1438,0.644147,0.979652,0.803443,0.979652,0.196557,0.882841,0.888673,1.102377,0.25
239,10639,222,2588,1453,0.640436,0.97956,0.80434,0.97956,0.19566,0.883344,0.887599,1.103606,0.250667
240,10639,222,2587,1454,0.640188,0.97956,0.8044,0.97956,0.1956,0.883381,0.887532,1.10369,0.251833
241,10639,222,2586,1455,0.639941,0.97956,0.804461,0.97956,0.195539,0.883418,0.887465,1.103773,0.252
242,10631,230,2575,1466,0.637219,0.978823,0.805013,0.978823,0.194987,0.88345,0.88619,1.10453,0.253
243,10631,230,2574,1467,0.636971,0.978823,0.805074,0.978823,0.194926,0.883487,0.886123,1.104614,0.254
244,10629,232,2562,1479,0.634001,0.978639,0.805777,0.978639,0.194223,0.883835,0.885183,1.105578,0.254624
245,10629,232,2561,1480,0.633754,0.978639,0.805838,0.978639,0.194162,0.883872,0.885116,1.105662,0.256
246,10626,235,2547,1494,0.63029,0.978363,0.80665,0.978363,0.19335,0.884247,0.883975,1.106776,0.256067
247,10626,235,2546,1495,0.630042,0.978363,0.806711,0.978363,0.193289,0.884284,0.883908,1.10686,0.256333
248,10626,235,2545,1496,0.629795,0.978363,0.806772,0.978363,0.193228,0.884321,0.883841,1.106944,0.258
249,10624,237,2536,1505,0.627567,0.978179,0.807295,0.978179,0.192705,0.884559,0.883103,1.107661,0.26
250,10619,242,2524,1517,0.624598,0.977718,0.807959,0.977718,0.192041,0.884769,0.881962,1.108572,0.260235
251,10618,243,2524,1517,0.624598,0.977626,0.807944,0.977626,0.192056,0.884723,0.881895,1.108552,0.260333
252,10617,244,2524,1517,0.624598,0.977534,0.807929,0.977534,0.192071,0.884676,0.881828,1.108532,0.262
253,10615,246,2511,1530,0.621381,0.97735,0.8087,0.97735,0.1913,0.885063,0.880821,1.10959,0.263
254,10615,246,2510,1531,0.621133,0.97735,0.808762,0.97735,0.191238,0.8851,0.880754,1.109674,0.264
255,10610,251,2495,1546,0.617421,0.97689,0.809615,0.97689,0.190385,0.885421,0.879412,1.110844,0.265333
256,10610,251,2494,1547,0.617174,0.97689,0.809676,0.97689,0.190324,0.885458,0.879345,1.110929,0.266
257,10604,257,2486,1555,0.615194,0.976337,0.810084,0.976337,0.189916,0.885475,0.878406,1.111488,0.267121
258,10604,257,2485,1556,0.614947,0.976337,0.810146,0.976337,0.189854,0.885511,0.878338,1.111573,0.268
259,10598,263,2476,1565,0.61272,0.975785,0.810616,0.975785,0.189384,0.885565,0.877332,1.112219,0.2695
260,10597,264,2476,1565,0.61272,0.975693,0.810602,0.975693,0.189398,0.885519,0.877265,1.112199,0.269667
261,10595,266,2476,1565,0.61272,0.975509,0.810573,0.975509,0.189427,0.885425,0.877131,1.112159,0.27
262,10594,267,2466,1575,0.610245,0.975417,0.811179,0.975417,0.188821,0.885749,0.876392,1.112991,0.270667
263,10594,267,2465,1576,0.609998,0.975417,0.811241,0.975417,0.188759,0.885786,0.876325,1.113076,0.272
264,10589,272,2455,1586,0.607523,0.974956,0.811791,0.974956,0.188209,0.885923,0.875319,1.11383,0.274
265,10586,275,2447,1594,0.605543,0.97468,0.812246,0.97468,0.187754,0.88608,0.874581,1.114454,0.2744
266,10586,275,2446,1595,0.605296,0.97468,0.812308,0.97468,0.187692,0.886117,0.874513,1.11454,0.276
267,10584,277,2436,1605,0.602821,0.974496,0.812903,0.974496,0.187097,0.886395,0.873708,1.115356,0.278
268,10581,280,2430,1611,0.601336,0.97422,0.813235,0.97422,0.186765,0.886478,0.873104,1.115811,0.279333
269,10581,280,2429,1612,0.601089,0.97422,0.813297,0.97422,0.186703,0.886515,0.873037,1.115897,0.28
270,10578,283,2414,1627,0.597377,0.973943,0.814193,0.973943,0.185807,0.886932,0.871829,1.117126,0.281
271,10578,283,2413,1628,0.597129,0.973943,0.814256,0.973943,0.185744,0.88697,0.871762,1.117212,0.282
272,10574,287,2402,1639,0.594407,0.973575,0.814889,0.973575,0.185111,0.887192,0.870756,1.118081,0.283
273,10574,287,2400,1641,0.593912,0.973575,0.815015,0.973575,0.184985,0.887267,0.870621,1.118253,0.283333
274,10574,287,2398,1643,0.593417,0.973575,0.81514,0.973575,0.18486,0.887341,0.870487,1.118426,0.2836
275,10574,287,2397,1644,0.59317,0.973575,0.815203,0.973575,0.184797,0.887378,0.87042,1.118512,0.284
276,10570,291,2389,1652,0.59119,0.973207,0.815649,0.973207,0.184351,0.88749,0.869615,1.119124,0.284633
277,10569,292,2389,1652,0.59119,0.973115,0.815635,0.973115,0.184365,0.887443,0.869548,1.119105,0.284667
278,10569,292,2388,1653,0.590943,0.973115,0.815698,0.973115,0.184302,0.88748,0.869481,1.119191,0.285
279,10569,292,2387,1654,0.590695,0.973115,0.815761,0.973115,0.184239,0.887517,0.869414,1.119277,0.286
280,10566,295,2376,1665,0.587973,0.972839,0.816412,0.972839,0.183588,0.887787,0.868474,1.12017,0.286667
281,10566,295,2375,1666,0.587726,0.972839,0.816475,0.972839,0.183525,0.887825,0.868407,1.120257,0.288
282,10563,298,2363,1678,0.584756,0.972562,0.81719,0.972562,0.18281,0.888132,0.8674,1.121238,0.289167
283,10562,299,2363,1678,0.584756,0.97247,0.817176,0.97247,0.182824,0.888085,0.867333,1.121219,0.29
284,10559,302,2358,1683,0.583519,0.972194,0.81745,0.972194,0.18255,0.888132,0.866796,1.121595,0.291
285,10559,302,2357,1684,0.583271,0.972194,0.817513,0.972194,0.182487,0.888169,0.866729,1.121681,0.292
286,10553,308,2347,1694,0.580797,0.971642,0.818062,0.971642,0.181938,0.888262,0.865656,1.122434,0.292667
287,10553,308,2345,1696,0.580302,0.971642,0.818189,0.971642,0.181811,0.888337,0.865521,1.122608,0.293333
288,10553,308,2344,1697,0.580054,0.971642,0.818252,0.971642,0.181748,0.888374,0.865454,1.122696,0.294
289,10552,309,2333,1708,0.577332,0.97155,0.818937,0.97155,0.181063,0.888739,0.864649,1.123635,0.296
290,10550,311,2317,1724,0.573373,0.971365,0.819927,0.971365,0.180073,0.889245,0.863441,1.124993,0.297
291,10550,311,2316,1725,0.573125,0.971365,0.819991,0.971365,0.180009,0.889282,0.863374,1.125081,0.297395
292,10550,311,2314,1727,0.572631,0.971365,0.820118,0.971365,0.179882,0.889357,0.86324,1.125256,0.298
293,10546,315,2307,1734,0.570898,0.970997,0.820509,0.970997,0.179491,0.889432,0.862502,1.125792,0.299
294,10546,315,2306,1735,0.570651,0.970997,0.820573,0.970997,0.179427,0.88947,0.862435,1.125879,0.299867
295,10545,316,2306,1735,0.570651,0.970905,0.820559,0.970905,0.179441,0.889423,0.862367,1.12586,0.3
296,10541,320,2304,1737,0.570156,0.970537,0.820631,0.970537,0.179369,0.889311,0.861965,1.125959,0.300667
297,10541,320,2303,1738,0.569908,0.970537,0.820694,0.970537,0.179306,0.889348,0.861898,1.126046,0.302
298,10537,324,2294,1747,0.567681,0.970168,0.821214,0.970168,0.178786,0.889499,0.861025,1.126759,0.3035
299,10537,324,2293,1748,0.567434,0.970168,0.821278,0.970168,0.178722,0.889536,0.860958,1.126847,0.304
300,10534,327,2281,1760,0.564464,0.969892,0.822005,0.969892,0.177995,0.889846,0.859952,1.127845,0.305333
301,10533,328,2281,1760,0.564464,0.9698,0.821992,0.9698,0.178008,0.889799,0.859885,1.127826,0.306
302,10531,330,2276,1765,0.563227,0.969616,0.822285,0.969616,0.177715,0.889894,0.859415,1.128228,0.3078
303,10530,331,2276,1765,0.563227,0.969524,0.822271,0.969524,0.177729,0.889847,0.859348,1.128209,0.308
304,10526,335,2268,1773,0.561247,0.969156,0.822729,0.969156,0.177271,0.88996,0.858542,1.128838,0.308157
305,10526,335,2267,1774,0.561,0.969156,0.822794,0.969156,0.177206,0.889997,0.858475,1.128927,0.31
306,10522,339,2257,1784,0.558525,0.968787,0.823382,0.968787,0.176618,0.890186,0.857536,1.129734,0.310667
307,10522,339,2256,1785,0.558278,0.968787,0.823447,0.968787,0.176553,0.890224,0.857469,1.129822,0.311333
308,10522,339,2255,1786,0.55803,0.968787,0.823511,0.968787,0.176489,0.890261,0.857402,1.129911,0.312
309,10519,342,2249,1792,0.556545,0.968511,0.823857,0.968511,0.176143,0.890347,0.856798,1.130385,0.312667
310,10519,342,2247,1794,0.55605,0.968511,0.823986,0.968511,0.176014,0.890422,0.856664,1.130562,0.313
311,10519,342,2246,1795,0.555803,0.968511,0.82405,0.968511,0.17595,0.89046,0.856596,1.130651,0.314
312,10516,345,2238,1803,0.553823,0.968235,0.824526,0.968235,0.175474,0.89062,0.855858,1.131303,0.3145
313,10516,345,2237,1804,0.553576,0.968235,0.82459,0.968235,0.17541,0.890658,0.855791,1.131392,0.314667
314,10516,345,2236,1805,0.553328,0.968235,0.824655,0.968235,0.175345,0.890696,0.855724,1.13148,0.315433
315,10516,345,2235,1806,0.553081,0.968235,0.82472,0.968235,0.17528,0.890734,0.855657,1.131569,0.316
316,10511,350,2232,1809,0.552339,0.967775,0.824845,0.967775,0.175155,0.890612,0.85512,1.131741,0.316167
317,10510,351,2232,1809,0.552339,0.967683,0.824831,0.967683,0.175169,0.890565,0.855053,1.131722,0.317333
318,10510,351,2231,1810,0.552091,0.967683,0.824896,0.967683,0.175104,0.890602,0.854986,1.131811,0.317667
319,10509,352,2231,1810,0.552091,0.96759,0.824882,0.96759,0.175118,0.890555,0.854919,1.131792,0.318
320,10502,359,2222,1819,0.549864,0.966946,0.825369,0.966946,0.174631,0.890566,0.853845,1.132461,0.319964
321,10501,360,2222,1819,0.549864,0.966854,0.825356,0.966854,0.174644,0.890519,0.853778,1.132442,0.32
322,10500,361,2213,1828,0.547637,0.966762,0.825926,0.966762,0.174074,0.890812,0.853107,1.133225,0.322
323,10498,363,2206,1835,0.545904,0.966578,0.826354,0.966578,0.173646,0.890982,0.852503,1.133811,0.324
324,10494,367,2192,1849,0.54244,0.966209,0.827211,0.966209,0.172789,0.891324,0.851295,1.134988,0.324333
325,10494,367,2191,1850,0.542193,0.966209,0.827276,0.966209,0.172724,0.891362,0.851228,1.135077,0.324617
326,10493,368,2191,1850,0.542193,0.966117,0.827263,0.966117,0.172737,0.891315,0.851161,1.135058,0.325667
327,10493,368,2190,1851,0.541945,0.966117,0.827328,0.966117,0.172672,0.891352,0.851094,1.135148,0.326
328,10489,372,2183,1858,0.540213,0.965749,0.82773,0.965749,0.17227,0.891429,0.850356,1.1357,0.326917
329,10489,372,2182,1859,0.539965,0.965749,0.827796,0.965749,0.172204,0.891467,0.850289,1.13579,0.327
330,10489,372,2181,1860,0.539718,0.965749,0.827861,0.965749,0.172139,0.891505,0.850221,1.135879,0.327333
331,10489,372,2180,1861,0.53947,0.965749,0.827926,0.965749,0.172074,0.891543,0.850154,1.135969,0.328
332,10484,377,2174,1867,0.537986,0.965289,0.828251,0.965289,0.171749,0.891535,0.849416,1.136414,0.328667
333,10483,378,2174,1867,0.537986,0.965197,0.828237,0.965197,0.171763,0.891487,0.849349,1.136396,0.329571
334,10482,379,2174,1867,0.537986,0.965105,0.828224,0.965105,0.171776,0.89144,0.849282,1.136377,0.33
335,10480,381,2162,1879,0.535016,0.96492,0.828983,0.96492,0.171017,0.891801,0.848343,1.137418,0.331
336,10480,381,2161,1880,0.534769,0.96492,0.829048,0.96492,0.170952,0.891839,0.848275,1.137508,0.332
337,10478,383,2152,1889,0.532541,0.964736,0.829612,0.964736,0.170388,0.892086,0.847537,1.138282,0.333733
338,10478,383,2151,1890,0.532294,0.964736,0.829678,0.964736,0.170322,0.892124,0.84747,1.138372,0.334
339,10473,388,2138,1903,0.529077,0.964276,0.830465,0.964276,0.169535,0.892382,0.846262,1.139453,0.335167
340,10472,389,2138,1903,0.529077,0.964184,0.830452,0.964184,0.169548,0.892335,0.846195,1.139434,0.336
341,10468,393,2119,1922,0.524375,0.963815,0.831652,0.963815,0.168348,0.892869,0.844652,1.14108,0.337067
342,10468,393,2118,1923,0.524128,0.963815,0.831718,0.963815,0.168282,0.892907,0.844585,1.141171,0.338
343,10466,395,2110,1931,0.522148,0.963631,0.83222,0.963631,0.16778,0.893118,0.843914,1.14186,0.34
344,10460,401,2101,1940,0.519921,0.963079,0.832736,0.963079,0.167264,0.893177,0.842907,1.142568,0.340283
345,10459,402,2101,1940,0.519921,0.962987,0.832723,0.962987,0.167277,0.89313,0.84284,1.14255,0.340786
346,10459,402,2100,1941,0.519673,0.962987,0.832789,0.962987,0.167211,0.893168,0.842773,1.142641,0.341
347,10459,402,2099,1942,0.519426,0.962987,0.832856,0.962987,0.167144,0.893206,0.842706,1.142732,0.3412
348,10459,402,2098,1943,0.519178,0.962987,0.832922,0.962987,0.167078,0.893245,0.842639,1.142823,0.342
349,10453,408,2088,1953,0.516704,0.962434,0.833506,0.962434,0.166494,0.893342,0.841565,1.143625,0.343567
350,10453,408,2087,1954,0.516456,0.962434,0.833573,0.962434,0.166427,0.893381,0.841498,1.143716,0.344
351,10449,412,2076,1965,0.513734,0.962066,0.834251,0.962066,0.165749,0.893612,0.840491,1.144647,0.3455
352,10448,413,2076,1965,0.513734,0.961974,0.834238,0.961974,0.165762,0.893564,0.840424,1.144629,0.346
353,10442,419,2070,1971,0.512249,0.961422,0.834559,0.961422,0.165441,0.89351,0.839619,1.145069,0.348
354,10438,423,2061,1980,0.510022,0.961053,0.835107,0.961053,0.164893,0.893664,0.838746,1.145821,0.348611
355,10437,424,2061,1980,0.510022,0.960961,0.835094,0.960961,0.164906,0.893617,0.838679,1.145803,0.349333
356,10437,424,2060,1981,0.509775,0.960961,0.83516,0.960961,0.16484,0.893655,0.838612,1.145895,0.35
357,10432,429,2055,1986,0.508537,0.960501,0.835429,0.960501,0.164571,0.89361,0.837941,1.146263,0.3506
358,10432,429,2054,1987,0.50829,0.960501,0.835496,0.960501,0.164504,0.893648,0.837874,1.146355,0.351333
359,10432,429,2053,1988,0.508043,0.960501,0.835563,0.960501,0.164437,0.893686,0.837807,1.146446,0.352
360,10423,438,2048,1993,0.506805,0.959672,0.835779,0.959672,0.164221,0.893451,0.836868,1.146743,0.352667
361,10423,438,2047,1994,0.506558,0.959672,0.835846,0.959672,0.164154,0.893489,0.8368,1.146835,0.354
362,10419,442,2042,1999,0.50532,0.959304,0.836129,0.959304,0.163871,0.893491,0.836196,1.147223,0.3545
363,10418,443,2042,1999,0.50532,0.959212,0.836116,0.959212,0.163884,0.893444,0.836129,1.147205,0.356
364,10416,445,2034,2007,0.503341,0.959028,0.836627,0.959028,0.163373,0.893655,0.835458,1.147906,0.356454
365,10416,445,2033,2008,0.503093,0.959028,0.836694,0.959028,0.163306,0.893694,0.835391,1.147998,0.357
366,10415,446,2033,2008,0.503093,0.958936,0.836681,0.958936,0.163319,0.893646,0.835324,1.14798,0.358
367,10410,451,2028,2013,0.501856,0.958475,0.836951,0.958475,0.163049,0.893601,0.834653,1.148352,0.36
368,10405,456,2024,2017,0.500866,0.958015,0.837155,0.958015,0.162845,0.893517,0.834049,1.148631,0.3602
369,10405,456,2023,2018,0.500619,0.958015,0.837222,0.958015,0.162778,0.893555,0.833982,1.148724,0.3605
370,10404,457,2023,2018,0.500619,0.957923,0.837209,0.957923,0.162791,0.893507,0.833915,1.148706,0.362
371,10401,460,2012,2029,0.497897,0.957647,0.837912,0.957647,0.162088,0.893787,0.832975,1.14967,0.363667
372,10401,460,2011,2030,0.497649,0.957647,0.837979,0.957647,0.162021,0.893825,0.832908,1.149762,0.364
373,10400,461,2000,2041,0.494927,0.957555,0.83871,0.957555,0.16129,0.894201,0.832103,1.150764,0.364805
374,10399,462,2000,2041,0.494927,0.957462,0.838697,0.957462,0.161303,0.894153,0.832036,1.150747,0.365333
375,10399,462,1999,2042,0.49468,0.957462,0.838764,0.957462,0.161236,0.894191,0.831969,1.150839,0.366
376,10395,466,1991,2050,0.4927,0.957094,0.839254,0.957094,0.160746,0.894309,0.831164,1.151511,0.367333
377,10394,467,1991,2050,0.4927,0.957002,0.839241,0.957002,0.160759,0.894261,0.831096,1.151493,0.368
378,10391,470,1978,2063,0.489483,0.956726,0.840084,0.956726,0.159916,0.894619,0.830023,1.15265,0.369654
379,10391,470,1977,2064,0.489235,0.956726,0.840152,0.956726,0.159848,0.894658,0.829956,1.152743,0.3699
380,10391,470,1976,2065,0.488988,0.956726,0.84022,0.956726,0.15978,0.894696,0.829889,1.152837,0.37
381,10389,472,1971,2070,0.487751,0.956542,0.840534,0.956542,0.159466,0.894794,0.829419,1.153267,0.371333
382,10389,472,1970,2071,0.487503,0.956542,0.840602,0.956542,0.159398,0.894832,0.829352,1.153361,0.371367
383,10389,472,1969,2072,0.487256,0.956542,0.84067,0.956542,0.15933,0.894871,0.829285,1.153454,0.372
384,10384,477,1961,2080,0.485276,0.956081,0.84115,0.956081,0.15885,0.894941,0.828412,1.154113,0.3725
385,10384,477,1960,2081,0.485028,0.956081,0.841218,0.956081,0.158782,0.89498,0.828345,1.154206,0.372633
386,10384,477,1959,2082,0.484781,0.956081,0.841287,0.956081,0.158713,0.895018,0.828278,1.1543,0.372667
387,10383,478,1959,2082,0.484781,0.955989,0.841274,0.955989,0.158726,0.89497,0.828211,1.154282,0.374
388,10380,481,1954,2087,0.483544,0.955713,0.841576,0.955713,0.158424,0.89502,0.827674,1.154697,0.375333
389,10380,481,1953,2088,0.483296,0.955713,0.841644,0.955713,0.158356,0.895059,0.827607,1.154791,0.376
390,10376,485,1945,2096,0.481317,0.955345,0.842139,0.955345,0.157861,0.895177,0.826802,1.15547,0.377
391,10375,486,1945,2096,0.481317,0.955253,0.842127,0.955253,0.157873,0.89513,0.826735,1.155453,0.377
392,10375,486,1943,2098,0.480822,0.955253,0.842263,0.955253,0.157737,0.895207,0.8266,1.15564,0.377767
393,10375,486,1942,2099,0.480574,0.955253,0.842332,0.955253,0.157668,0.895245,0.826533,1.155734,0.378
394,10368,493,1927,2114,0.476862,0.954608,0.84327,0.954608,0.15673,0.895491,0.825057,1.157021,0.38
395,10363,498,1925,2116,0.476367,0.954148,0.843343,0.954148,0.156657,0.89533,0.824587,1.157122,0.382
396,10355,506,1916,2125,0.47414,0.953411,0.84386,0.953411,0.15614,0.895297,0.823447,1.15783,0.383667
397,10354,507,1916,2125,0.47414,0.953319,0.843847,0.953319,0.156153,0.895249,0.823379,1.157813,0.384
398,10348,513,1907,2134,0.471913,0.952767,0.84439,0.952767,0.15561,0.895311,0.822373,1.158558,0.385167
399,10347,514,1907,2134,0.471913,0.952675,0.844377,0.952675,0.155623,0.895263,0.822306,1.158541,0.386
400,10340,521,1899,2142,0.469933,0.95203,0.84484,0.95203,0.15516,0.895238,0.821299,1.159176,0.387333
401,10340,521,1898,2143,0.469686,0.95203,0.844909,0.95203,0.155091,0.895277,0.821232,1.159271,0.387733
402,10340,521,1897,2144,0.469438,0.95203,0.844978,0.95203,0.155022,0.895316,0.821165,1.159365,0.388
403,10338,523,1894,2147,0.468696,0.951846,0.84516,0.951846,0.15484,0.895336,0.820829,1.159615,0.388667
404,10338,523,1893,2148,0.468448,0.951846,0.845229,0.951846,0.154771,0.895375,0.820762,1.15971,0.388933
405,10338,523,1892,2149,0.468201,0.951846,0.845298,0.951846,0.154702,0.895414,0.820695,1.159805,0.389
406,10338,523,1891,2150,0.467953,0.951846,0.845368,0.951846,0.154632,0.895453,0.820628,1.159899,0.389333
407,10337,524,1891,2150,0.467953,0.951754,0.845355,0.951754,0.154645,0.895405,0.820561,1.159882,0.39
408,10335,526,1882,2159,0.465726,0.95157,0.845952,0.95157,0.154048,0.895658,0.819823,1.160702,0.392
409,10330,531,1875,2166,0.463994,0.951109,0.846374,0.951109,0.153626,0.895691,0.819018,1.161281,0.3922
410,10330,531,1874,2167,0.463747,0.951109,0.846444,0.951109,0.153556,0.895729,0.81895,1.161376,0.392667
411,10330,531,1873,2168,0.463499,0.951109,0.846513,0.951109,0.153487,0.895768,0.818883,1.161471,0.3935
412,10330,531,1872,2169,0.463252,0.951109,0.846583,0.951109,0.153417,0.895807,0.818816,1.161566,0.394
413,10325,536,1861,2180,0.46053,0.950649,0.847284,0.950649,0.152716,0.895995,0.817743,1.162529,0.395
414,10324,537,1861,2180,0.46053,0.950557,0.847271,0.950557,0.152729,0.895947,0.817675,1.162511,0.396
415,10319,542,1855,2186,0.459045,0.950097,0.847626,0.950097,0.152374,0.895941,0.816937,1.162998,0.396667
416,10319,542,1854,2187,0.458797,0.950097,0.847696,0.950097,0.152304,0.89598,0.81687,1.163094,0.398
417,10312,549,1845,2196,0.45657,0.949452,0.848236,0.949452,0.151764,0.895994,0.815797,1.163835,0.399
418,10311,550,1845,2196,0.45657,0.94936,0.848223,0.94936,0.151777,0.895946,0.815729,1.163817,0.4
419,10307,554,1835,2206,0.454096,0.948992,0.848872,0.948992,0.151128,0.896144,0.81479,1.164707,0.401
420,10307,554,1833,2208,0.453601,0.948992,0.849012,0.948992,0.150988,0.896222,0.814656,1.164899,0.402
421,10302,559,1827,2214,0.452116,0.948531,0.849369,0.948531,0.150631,0.896216,0.813918,1.16539,0.404
422,10297,564,1816,2225,0.449394,0.948071,0.850078,0.948071,0.149922,0.896405,0.812844,1.166363,0.4055
423,10297,564,1815,2226,0.449146,0.948071,0.850149,0.948071,0.149851,0.896444,0.812777,1.166459,0.406
424,10294,567,1811,2230,0.448156,0.947795,0.850392,0.947795,0.149608,0.896456,0.812307,1.166794,0.406133
425,10293,568,1811,2230,0.448156,0.947703,0.85038,0.947703,0.14962,0.896408,0.81224,1.166777,0.4062
426,10292,569,1811,2230,0.448156,0.947611,0.850368,0.947611,0.149632,0.89636,0.812173,1.16676,0.407
427,10291,570,1811,2230,0.448156,0.947519,0.850355,0.947519,0.149645,0.896311,0.812106,1.166743,0.408
428,10284,577,1807,2234,0.447167,0.946874,0.85055,0.946874,0.14945,0.896131,0.811368,1.16701,0.409
429,10284,577,1806,2235,0.446919,0.946874,0.85062,0.946874,0.14938,0.89617,0.8113,1.167107,0.41
430,10281,580,1800,2241,0.445434,0.946598,0.851006,0.946598,0.148994,0.89626,0.810697,1.167635,0.412
431,10275,586,1791,2250,0.443207,0.946045,0.851566,0.946045,0.148434,0.896323,0.80969,1.168405,0.414
432,10270,591,1782,2259,0.44098,0.945585,0.852141,0.945585,0.147859,0.896434,0.808751,1.169193,0.415333
433,10270,591,1781,2260,0.440732,0.945585,0.852211,0.945585,0.147789,0.896473,0.808683,1.16929,0.416
434,10267,594,1776,2265,0.439495,0.945309,0.852528,0.945309,0.147472,0.896525,0.808147,1.169725,0.416667
435,10267,594,1775,2266,0.439248,0.945309,0.852599,0.945309,0.147401,0.896564,0.808079,1.169822,0.417133
436,10267,594,1774,2267,0.439,0.945309,0.85267,0.945309,0.14733,0.896603,0.808012,1.169919,0.418
437,10266,595,1770,2271,0.43801,0.945217,0.852941,0.945217,0.147059,0.896711,0.807677,1.170291,0.418667
438,10266,595,1769,2272,0.437763,0.945217,0.853012,0.945217,0.146988,0.896751,0.80761,1.170388,0.42
439,10262,599,1758,2283,0.435041,0.944849,0.853744,0.944849,0.146256,0.896989,0.806603,1.171392,0.421633
440,10262,599,1757,2284,0.434793,0.944849,0.853815,0.944849,0.146185,0.897028,0.806536,1.17149,0.422
441,10257,604,1751,2290,0.433309,0.944388,0.854181,0.944388,0.145819,0.897022,0.805798,1.171991,0.4224
442,10256,605,1751,2290,0.433309,0.944296,0.854168,0.944296,0.145832,0.896974,0.805731,1.171975,0.424
443,10253,608,1746,2295,0.432071,0.94402,0.854488,0.94402,0.145512,0.897025,0.805194,1.172413,0.425
444,10253,608,1745,2296,0.431824,0.94402,0.854559,0.94402,0.145441,0.897065,0.805127,1.172511,0.426
445,10247,614,1738,2303,0.430092,0.943467,0.854985,0.943467,0.145015,0.89705,0.804254,1.173096,0.4265
446,10247,614,1737,2304,0.429844,0.943467,0.855057,0.943467,0.144943,0.897089,0.804187,1.173194,0.427
447,10246,615,1737,2304,0.429844,0.943375,0.855045,0.943375,0.144955,0.897041,0.80412,1.173177,0.428
448,10243,618,1734,2307,0.429102,0.943099,0.855223,0.943099,0.144777,0.897014,0.803718,1.173421,0.429333
449,10243,618,1733,2308,0.428854,0.943099,0.855294,0.943099,0.144706,0.897053,0.803651,1.173519,0.43
450,10238,623,1727,2314,0.427369,0.942639,0.855662,0.942639,0.144338,0.897047,0.802912,1.174025,0.432
451,10234,627,1721,2320,0.425885,0.942271,0.856043,0.942271,0.143957,0.89709,0.802241,1.174547,0.434
452,10228,633,1716,2325,0.424647,0.941718,0.85633,0.941718,0.14367,0.896996,0.801503,1.17494,0.435
453,10228,633,1715,2326,0.4244,0.941718,0.856401,0.941718,0.143599,0.897036,0.801436,1.175038,0.436
454,10224,637,1704,2337,0.421678,0.94135,0.857143,0.94135,0.142857,0.897275,0.800429,1.176056,0.436667
455,10224,637,1703,2338,0.42143,0.94135,0.857215,0.94135,0.142785,0.897314,0.800362,1.176154,0.437
456,10223,638,1703,2338,0.42143,0.941258,0.857203,0.941258,0.142797,0.897266,0.800295,1.176138,0.438
457,10219,642,1698,2343,0.420193,0.940889,0.857514,0.940889,0.142486,0.897269,0.799691,1.176566,0.44
458,10214,647,1692,2349,0.418708,0.940429,0.857887,0.940429,0.142113,0.897264,0.798953,1.177077,0.441
459,10213,648,1692,2349,0.418708,0.940337,0.857875,0.940337,0.142125,0.897215,0.798886,1.17706,0.442
460,10208,653,1686,2355,0.417223,0.939877,0.858248,0.939877,0.141752,0.897209,0.798148,1.177572,0.443333
461,10207,654,1686,2355,0.417223,0.939785,0.858236,0.939785,0.141764,0.897161,0.798081,1.177556,0.444
462,10205,656,1678,2363,0.415244,0.9396,0.85879,0.9396,0.14121,0.89738,0.79741,1.178316,0.445
463,10205,656,1677,2364,0.414996,0.9396,0.858862,0.9396,0.141138,0.897419,0.797343,1.178415,0.446
464,10201,660,1670,2371,0.413264,0.939232,0.859321,0.939232,0.140679,0.897501,0.796604,1.179044,0.4475
465,10201,660,1669,2372,0.413017,0.939232,0.859393,0.939232,0.140607,0.897541,0.796537,1.179144,0.448
466,10201,660,1662,2379,0.411284,0.939232,0.859901,0.939232,0.140099,0.897817,0.796068,1.17984,0.448333
467,10200,661,1662,2379,0.411284,0.93914,0.859889,0.93914,0.140111,0.897769,0.796001,1.179823,0.45
468,10194,667,1653,2388,0.409057,0.938588,0.860471,0.938588,0.139529,0.897833,0.794994,1.180622,0.451333
469,10194,667,1652,2389,0.40881,0.938588,0.860544,0.938588,0.139456,0.897873,0.794927,1.180722,0.452
470,10188,673,1649,2392,0.408067,0.938035,0.860691,0.938035,0.139309,0.8977,0.794323,1.180924,0.454
471,10186,675,1643,2398,0.406583,0.937851,0.861104,0.937851,0.138896,0.89784,0.793786,1.181491,0.454667
