@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
213,3835,206,5631,5230,0.518461,0.949023,0.405134,0.949023,0.594866,0.567854,0.635217,1.494014,0.0636
214,3835,206,5630,5231,0.518368,0.949023,0.405177,0.949023,0.594823,0.567896,0.63515,1.494172,0.064
215,3829,212,5570,5291,0.512844,0.947538,0.407384,0.947538,0.592616,0.569792,0.630721,1.50231,0.0644
216,3829,212,5569,5292,0.512752,0.947538,0.407427,0.947538,0.592573,0.569834,0.630654,1.502469,0.065
217,3829,212,5568,5293,0.51266,0.947538,0.40747,0.947538,0.59253,0.569876,0.630586,1.502629,0.065333
218,3829,212,5566,5295,0.512476,0.947538,0.407557,0.947538,0.592443,0.569961,0.630452,1.502949,0.065886
219,3829,212,5565,5296,0.512384,0.947538,0.407601,0.947538,0.592399,0.570004,0.630385,1.503109,0.066
220,3824,217,5512,5349,0.507504,0.9463,0.409597,0.9463,0.590403,0.571728,0.626493,1.510472,0.066167
221,3824,217,5511,5350,0.507412,0.9463,0.409641,0.9463,0.590359,0.57177,0.626426,1.510634,0.066467
222,3824,217,5510,5351,0.50732,0.9463,0.409685,0.9463,0.590315,0.571813,0.626359,1.510796,0.066667
223,3824,217,5509,5352,0.507228,0.9463,0.409729,0.9463,0.590271,0.571856,0.626292,1.510958,0.067333
224,3824,217,5508,5353,0.507136,0.9463,0.409773,0.9463,0.590227,0.571899,0.626225,1.51112,0.0677
225,3824,217,5507,5354,0.507044,0.9463,0.409817,0.9463,0.590183,0.571941,0.626158,1.511282,0.068
226,3822,219,5454,5407,0.502164,0.945805,0.412031,0.945805,0.587969,0.574003,0.622467,1.519447,0.068267
227,3822,219,5453,5408,0.502072,0.945805,0.412075,0.945805,0.587925,0.574046,0.6224,1.519611,0.0685
228,3822,219,5452,5409,0.50198,0.945805,0.41212,0.945805,0.58788,0.574089,0.622333,1.519775,0.068786
229,3822,219,5451,5410,0.501887,0.945805,0.412164,0.945805,0.587836,0.574132,0.622265,1.519939,0.069
230,3822,219,5450,5411,0.501795,0.945805,0.412209,0.945805,0.587791,0.574176,0.622198,1.520103,0.069767
231,3822,219,5449,5412,0.501703,0.945805,0.412253,0.945805,0.587747,0.574219,0.622131,1.520267,0.07
232,3817,224,5385,5476,0.495811,0.944568,0.414801,0.944568,0.585199,0.576455,0.617501,1.529663,0.07075
233,3817,224,5384,5477,0.495719,0.944568,0.414846,0.944568,0.585154,0.576499,0.617434,1.529829,0.0712
234,3816,225,5384,5477,0.495719,0.944321,0.414783,0.944321,0.585217,0.576392,0.617367,1.529594,0.071333
235,3816,225,5383,5478,0.495627,0.944321,0.414828,0.944321,0.585172,0.576435,0.6173,1.529761,0.0715
236,3815,226,5383,5478,0.495627,0.944073,0.414764,0.944073,0.585236,0.576328,0.617233,1.529526,0.072
237,3812,229,5335,5526,0.491207,0.943331,0.416749,0.943331,0.583251,0.578101,0.61381,1.536844,0.072167
238,3812,229,5334,5527,0.491115,0.943331,0.416794,0.943331,0.583206,0.578145,0.613743,1.537013,0.0725
239,3812,229,5332,5529,0.490931,0.943331,0.416885,0.943331,0.583115,0.578233,0.613609,1.537349,0.073
240,3812,229,5330,5531,0.490747,0.943331,0.416977,0.943331,0.583023,0.578321,0.613475,1.537685,0.073333
241,3812,229,5329,5532,0.490655,0.943331,0.417022,0.943331,0.582978,0.578364,0.613408,1.537853,0.073333
242,3812,229,5327,5534,0.49047,0.943331,0.417113,0.943331,0.582887,0.578452,0.613273,1.53819,0.0735
243,3812,229,5326,5535,0.490378,0.943331,0.417159,0.943331,0.582841,0.578496,0.613206,1.538358,0.074
244,3807,234,5276,5585,0.485775,0.942094,0.419135,0.942094,0.580865,0.580158,0.609516,1.545643,0.074167
245,3806,235,5276,5585,0.485775,0.941846,0.419071,0.941846,0.580929,0.58005,0.609448,1.545407,0.0745
246,3806,235,5275,5586,0.485683,0.941846,0.419117,0.941846,0.580883,0.580094,0.609381,1.545578,0.075
247,3806,235,5274,5587,0.485591,0.941846,0.419163,0.941846,0.580837,0.580139,0.609314,1.545748,0.075167
248,3806,235,5273,5588,0.485499,0.941846,0.419209,0.941846,0.580791,0.580183,0.609247,1.545918,0.075667
249,3806,235,5272,5589,0.485407,0.941846,0.419255,0.941846,0.580745,0.580227,0.60918,1.546088,0.075967
250,3805,236,5272,5589,0.485407,0.941599,0.419191,0.941599,0.580809,0.580119,0.609113,1.545852,0.076
251,3797,244,5213,5648,0.479974,0.939619,0.421421,0.939619,0.578579,0.581871,0.604617,1.554073,0.076567
252,3797,244,5212,5649,0.479882,0.939619,0.421467,0.939619,0.578533,0.581916,0.60455,1.554246,0.076667
253,3797,244,5211,5650,0.47979,0.939619,0.421514,0.939619,0.578486,0.58196,0.604483,1.554418,0.077
254,3797,244,5209,5652,0.479606,0.939619,0.421608,0.939619,0.578392,0.58205,0.604348,1.554764,0.078
255,3796,245,5167,5694,0.475739,0.939371,0.423519,0.939371,0.576481,0.58382,0.601463,1.561811,0.078667
256,3796,245,5166,5695,0.475647,0.939371,0.423566,0.939371,0.576434,0.583865,0.601396,1.561985,0.079
257,3796,245,5161,5700,0.475186,0.939371,0.423803,0.939371,0.576197,0.58409,0.60106,1.562857,0.0792
258,3796,245,5159,5702,0.475002,0.939371,0.423897,0.939371,0.576103,0.58418,0.600926,1.563206,0.079467
259,3796,245,5158,5703,0.47491,0.939371,0.423945,0.939371,0.576055,0.584225,0.600859,1.563381,0.079833
260,3796,245,5157,5704,0.474818,0.939371,0.423992,0.939371,0.576008,0.58427,0.600792,1.563556,0.08
261,3791,250,5107,5754,0.470215,0.938134,0.426051,0.938134,0.573949,0.58598,0.597101,1.571148,0.0805
262,3791,250,5106,5755,0.470122,0.938134,0.426099,0.938134,0.573901,0.586026,0.597034,1.571325,0.080667
263,3791,250,5105,5756,0.47003,0.938134,0.426147,0.938134,0.573853,0.586071,0.596967,1.571501,0.081667
264,3791,250,5104,5757,0.469938,0.938134,0.426194,0.938134,0.573806,0.586116,0.5969,1.571678,0.082
265,3782,259,5052,5809,0.465151,0.935907,0.428119,0.935907,0.571881,0.587495,0.592806,1.578774,0.0835
266,3782,259,5051,5810,0.465058,0.935907,0.428167,0.935907,0.571833,0.587541,0.592739,1.578952,0.0836
267,3782,259,5050,5811,0.464966,0.935907,0.428216,0.935907,0.571784,0.587586,0.592672,1.579131,0.083667
268,3782,259,5048,5813,0.464782,0.935907,0.428313,0.935907,0.571687,0.587678,0.592538,1.579489,0.084
269,3778,263,4993,5868,0.459718,0.934917,0.430738,0.934917,0.569262,0.58976,0.588579,1.588432,0.084333
270,3778,263,4992,5869,0.459626,0.934917,0.430787,0.934917,0.569213,0.589806,0.588512,1.588613,0.0844
271,3778,263,4991,5870,0.459534,0.934917,0.430836,0.934917,0.569164,0.589852,0.588445,1.588794,0.084467
272,3778,263,4990,5871,0.459442,0.934917,0.430885,0.934917,0.569115,0.589898,0.588377,1.588975,0.084667
273,3778,263,4989,5872,0.45935,0.934917,0.430934,0.934917,0.569066,0.589944,0.58831,1.589156,0.085
274,3777,264,4987,5874,0.459166,0.93467,0.430968,0.93467,0.569032,0.589926,0.588109,1.58928,0.085333
275,3777,264,4986,5875,0.459074,0.93467,0.431017,0.93467,0.568983,0.589972,0.588042,1.589461,0.0855
276,3777,264,4985,5876,0.458982,0.93467,0.431066,0.93467,0.568934,0.590018,0.587975,1.589642,0.085833
277,3777,264,4984,5877,0.45889,0.93467,0.431115,0.93467,0.568885,0.590064,0.587908,1.589824,0.086
278,3772,269,4920,5941,0.452997,0.933432,0.433962,0.933432,0.566038,0.592476,0.583277,1.600323,0.0865
279,3772,269,4919,5942,0.452905,0.933432,0.434012,0.933432,0.565988,0.592523,0.58321,1.600507,0.087
280,3772,269,4918,5943,0.452813,0.933432,0.434062,0.933432,0.565938,0.592569,0.583143,1.600691,0.087333
281,3772,269,4917,5944,0.452721,0.933432,0.434112,0.933432,0.565888,0.592616,0.583076,1.600876,0.0875
282,3772,269,4916,5945,0.452629,0.933432,0.434162,0.933432,0.565838,0.592662,0.583009,1.60106,0.087639
283,3772,269,4915,5946,0.452537,0.933432,0.434212,0.933432,0.565788,0.592709,0.582942,1.601244,0.087667
284,3772,269,4914,5947,0.452445,0.933432,0.434262,0.933432,0.565738,0.592756,0.582875,1.601429,0.087667
285,3772,269,4913,5948,0.452352,0.933432,0.434312,0.933432,0.565688,0.592802,0.582808,1.601613,0.0877
286,3772,269,4912,5949,0.45226,0.933432,0.434362,0.933432,0.565638,0.592849,0.582741,1.601797,0.088
287,3766,275,4861,6000,0.447565,0.931948,0.436536,0.931948,0.563464,0.594569,0.578916,1.609816,0.088333
288,3766,275,4860,6001,0.447473,0.931948,0.436587,0.931948,0.563413,0.594616,0.578848,1.610003,0.088667
289,3766,275,4858,6003,0.447288,0.931948,0.436688,0.931948,0.563312,0.59471,0.578714,1.610376,0.089
290,3766,275,4857,6004,0.447196,0.931948,0.436739,0.931948,0.563261,0.594757,0.578647,1.610563,0.089967
291,3766,275,4856,6005,0.447104,0.931948,0.43679,0.931948,0.56321,0.594804,0.57858,1.61075,0.09
292,3759,282,4807,6054,0.442593,0.930215,0.438828,0.930215,0.561172,0.596335,0.574822,1.618266,0.090333
293,3759,282,4806,6055,0.442501,0.930215,0.438879,0.930215,0.561121,0.596383,0.574755,1.618455,0.090633
294,3759,282,4805,6056,0.442409,0.930215,0.43893,0.930215,0.56107,0.59643,0.574688,1.618644,0.091
295,3759,282,4804,6057,0.442317,0.930215,0.438982,0.930215,0.561018,0.596477,0.574621,1.618833,0.091167
296,3759,282,4803,6058,0.442224,0.930215,0.439033,0.930215,0.560967,0.596525,0.574554,1.619022,0.0915
297,3759,282,4802,6059,0.442132,0.930215,0.439084,0.930215,0.560916,0.596572,0.574487,1.619211,0.092
298,3754,287,4759,6102,0.438173,0.928978,0.440973,0.928978,0.559027,0.598056,0.571266,1.626175,0.0925
299,3754,287,4758,6103,0.438081,0.928978,0.441024,0.928978,0.558976,0.598104,0.571198,1.626366,0.092606
300,3754,287,4757,6104,0.437989,0.928978,0.441076,0.928978,0.558924,0.598152,0.571131,1.626557,0.092667
301,3754,287,4756,6105,0.437897,0.928978,0.441128,0.928978,0.558872,0.598199,0.571064,1.626749,0.092667
302,3754,287,4755,6106,0.437805,0.928978,0.44118,0.928978,0.55882,0.598247,0.570997,1.62694,0.092733
303,3754,287,4754,6107,0.437713,0.928978,0.441232,0.928978,0.558768,0.598295,0.57093,1.627131,0.0932
304,3754,287,4753,6108,0.437621,0.928978,0.441284,0.928978,0.558716,0.598342,0.570863,1.627322,0.093667
305,3754,287,4752,6109,0.437529,0.928978,0.441336,0.928978,0.558664,0.59839,0.570796,1.627513,0.094
306,3747,294,4713,6148,0.433938,0.927246,0.442908,0.927246,0.557092,0.599472,0.567709,1.633312,0.0941
307,3747,294,4712,6149,0.433846,0.927246,0.44296,0.927246,0.55704,0.59952,0.567642,1.633505,0.0945
308,3747,294,4711,6150,0.433754,0.927246,0.443013,0.927246,0.556987,0.599568,0.567575,1.633698,0.094667
309,3746,295,4711,6150,0.433754,0.926998,0.442947,0.926998,0.557053,0.599456,0.567508,1.633455,0.095
310,3746,295,4710,6151,0.433662,0.926998,0.442999,0.926998,0.557001,0.599504,0.567441,1.633648,0.096
311,3740,301,4662,6199,0.429242,0.925513,0.445132,0.925513,0.554868,0.601141,0.563817,1.641514,0.096667
312,3740,301,4661,6200,0.42915,0.925513,0.445185,0.925513,0.554815,0.60119,0.56375,1.64171,0.097
313,3740,301,4660,6201,0.429058,0.925513,0.445238,0.925513,0.554762,0.601238,0.563683,1.641905,0.097
314,3740,301,4659,6202,0.428966,0.925513,0.445291,0.925513,0.554709,0.601286,0.563616,1.6421,0.097179
315,3740,301,4658,6203,0.428874,0.925513,0.445344,0.925513,0.554656,0.601335,0.563549,1.642296,0.097333
316,3740,301,4657,6204,0.428782,0.925513,0.445397,0.925513,0.554603,0.601383,0.563481,1.642492,0.0975
317,3740,301,4656,6205,0.42869,0.925513,0.44545,0.925513,0.55455,0.601431,0.563414,1.642687,0.097852
318,3740,301,4655,6206,0.428598,0.925513,0.445503,0.925513,0.554497,0.60148,0.563347,1.642883,0.098
319,3733,308,4609,6252,0.424362,0.923781,0.447495,0.923781,0.552505,0.602923,0.559791,1.650226,0.098567
320,3733,308,4608,6253,0.42427,0.923781,0.447548,0.923781,0.552452,0.602972,0.559724,1.650424,0.098667
321,3733,308,4607,6254,0.424178,0.923781,0.447602,0.923781,0.552398,0.603021,0.559656,1.650622,0.098667
322,3733,308,4605,6256,0.423994,0.923781,0.447709,0.923781,0.552291,0.603118,0.559522,1.651018,0.099
323,3733,308,4604,6257,0.423902,0.923781,0.447763,0.923781,0.552237,0.603167,0.559455,1.651216,0.099133
324,3733,308,4603,6258,0.42381,0.923781,0.447817,0.923781,0.552183,0.603216,0.559388,1.651414,0.099833
325,3733,308,4602,6259,0.423718,0.923781,0.44787,0.923781,0.55213,0.603264,0.559321,1.651612,0.1
326,3728,313,4545,6316,0.41847,0.922544,0.450623,0.922544,0.549377,0.60549,0.55516,1.661761,0.1006
327,3728,313,4544,6317,0.418378,0.922544,0.450677,0.922544,0.549323,0.605539,0.555093,1.661962,0.100667
328,3728,313,4541,6320,0.418101,0.922544,0.45084,0.922544,0.54916,0.605686,0.554892,1.662565,0.10125
329,3728,313,4540,6321,0.418009,0.922544,0.450895,0.922544,0.549105,0.605736,0.554825,1.662766,0.101667
330,3728,313,4539,6322,0.417917,0.922544,0.45095,0.922544,0.54905,0.605785,0.554758,1.662967,0.102
331,3725,316,4490,6371,0.413406,0.921802,0.453439,0.921802,0.546561,0.607866,0.551268,1.672147,0.103
332,3725,316,4487,6374,0.41313,0.921802,0.453604,0.921802,0.546396,0.608014,0.551067,1.672758,0.103167
333,3724,317,4486,6375,0.413037,0.921554,0.453593,0.921554,0.546407,0.60795,0.550933,1.672716,0.103333
334,3724,317,4485,6376,0.412945,0.921554,0.453648,0.921554,0.546352,0.608,0.550866,1.67292,0.1035
335,3724,317,4483,6378,0.412761,0.921554,0.453759,0.921554,0.546241,0.608099,0.550731,1.673327,0.103867
336,3724,317,4482,6379,0.412669,0.921554,0.453814,0.921554,0.546186,0.608149,0.550664,1.673531,0.104
337,3719,322,4429,6432,0.407789,0.920317,0.456431,0.920317,0.543569,0.610222,0.546772,1.683181,0.1044
338,3719,322,4428,6433,0.407697,0.920317,0.456487,0.920317,0.543513,0.610272,0.546705,1.683388,0.105333
339,3718,323,4428,6433,0.407697,0.920069,0.45642,0.920069,0.54358,0.610158,0.546638,1.683142,0.105583
340,3718,323,4427,6434,0.407605,0.920069,0.456476,0.920069,0.543524,0.610208,0.546571,1.683348,0.1056
341,3718,323,4426,6435,0.407513,0.920069,0.456532,0.920069,0.543468,0.610259,0.546504,1.683555,0.106
342,3716,325,4382,6479,0.403462,0.919574,0.458879,0.919574,0.541121,0.612242,0.543417,1.692208,0.106167
343,3716,325,4381,6480,0.40337,0.919574,0.458935,0.919574,0.541065,0.612292,0.54335,1.692417,0.1066
344,3716,325,4380,6481,0.403278,0.919574,0.458992,0.919574,0.541008,0.612342,0.543283,1.692626,0.106667
345,3715,326,4379,6482,0.403186,0.919327,0.458982,0.919327,0.541018,0.612279,0.543149,1.692588,0.10681
346,3715,326,4378,6483,0.403094,0.919327,0.459039,0.919327,0.540961,0.612329,0.543081,1.692797,0.107
347,3715,326,4377,6484,0.403002,0.919327,0.459095,0.919327,0.540905,0.612379,0.543014,1.693007,0.107167
348,3715,326,4376,6485,0.402909,0.919327,0.459152,0.919327,0.540848,0.61243,0.542947,1.693216,0.107167
349,3715,326,4375,6486,0.402817,0.919327,0.459209,0.919327,0.540791,0.61248,0.54288,1.693425,0.107567
350,3715,326,4374,6487,0.402725,0.919327,0.459266,0.919327,0.540734,0.612531,0.542813,1.693634,0.107867
351,3715,326,4373,6488,0.402633,0.919327,0.459322,0.919327,0.540678,0.612581,0.542746,1.693844,0.108
352,3712,329,4335,6526,0.399135,0.918585,0.46129,0.918585,0.53871,0.614163,0.539995,1.701099,0.1082
353,3712,329,4334,6527,0.399042,0.918585,0.461347,0.918585,0.538653,0.614214,0.539928,1.701311,0.108333
354,3712,329,4333,6528,0.39895,0.918585,0.461405,0.918585,0.538595,0.614264,0.53986,1.701522,0.108667
355,3712,329,4332,6529,0.398858,0.918585,0.461462,0.918585,0.538538,0.614315,0.539793,1.701734,0.108833
356,3712,329,4331,6530,0.398766,0.918585,0.461519,0.918585,0.538481,0.614366,0.539726,1.701945,0.109
357,3712,329,4330,6531,0.398674,0.918585,0.461577,0.918585,0.538423,0.614417,0.539659,1.702157,0.11
358,3702,339,4298,6563,0.395728,0.91611,0.46275,0.91611,0.53725,0.614899,0.536841,1.706484,0.110667
359,3701,340,4298,6563,0.395728,0.915862,0.462683,0.915862,0.537317,0.614784,0.536774,1.706236,0.111
360,3701,340,4297,6564,0.395636,0.915862,0.462741,0.915862,0.537259,0.614835,0.536706,1.706449,0.111333
361,3701,340,4296,6565,0.395544,0.915862,0.462799,0.915862,0.537201,0.614886,0.536639,1.706663,0.111833
362,3701,340,4295,6566,0.395452,0.915862,0.462856,0.915862,0.537144,0.614937,0.536572,1.706876,0.111981
363,3701,340,4294,6567,0.39536,0.915862,0.462914,0.915862,0.537086,0.614988,0.536505,1.70709,0.112
364,3691,350,4260,6601,0.392229,0.913388,0.464218,0.913388,0.535782,0.615577,0.533553,1.711898,0.112167
365,3691,350,4259,6602,0.392137,0.913388,0.464277,0.913388,0.535723,0.615628,0.533485,1.712114,0.1122
366,3690,351,4259,6602,0.392137,0.91314,0.464209,0.91314,0.535791,0.615513,0.533418,1.711865,0.1125
367,3690,351,4258,6603,0.392045,0.91314,0.464268,0.91314,0.535732,0.615564,0.533351,1.712081,0.112667
368,3690,351,4257,6604,0.391953,0.91314,0.464326,0.91314,0.535674,0.615616,0.533284,1.712296,0.112833
369,3689,352,4257,6604,0.391953,0.912893,0.464259,0.912893,0.535741,0.6155,0.533217,1.712047,0.113
370,3688,353,4257,6604,0.391953,0.912645,0.464191,0.912645,0.535809,0.615385,0.53315,1.711799,0.114
371,3684,357,4220,6641,0.388546,0.911656,0.466093,0.911656,0.533907,0.616827,0.530399,1.718812,0.114167
372,3684,357,4219,6642,0.388454,0.911656,0.466152,0.911656,0.533848,0.616879,0.530331,1.71903,0.1145
373,3684,357,4218,6643,0.388362,0.911656,0.466211,0.911656,0.533789,0.61693,0.530264,1.719247,0.114667
374,3684,357,4217,6644,0.38827,0.911656,0.46627,0.911656,0.53373,0.616982,0.530197,1.719465,0.115067
375,3684,357,4216,6645,0.388178,0.911656,0.466329,0.911656,0.533671,0.617034,0.53013,1.719682,0.115333
376,3684,357,4215,6646,0.388086,0.911656,0.466388,0.911656,0.533612,0.617085,0.530063,1.7199,0.115833
377,3683,358,4215,6646,0.388086,0.911408,0.466321,0.911408,0.533679,0.61697,0.529996,1.719651,0.115833
378,3683,358,4214,6647,0.387994,0.911408,0.46638,0.911408,0.53362,0.617021,0.529929,1.719869,0.116
379,3677,364,4171,6690,0.384035,0.909923,0.468527,0.909923,0.531473,0.618555,0.526641,1.727788,0.116067
380,3677,364,4170,6691,0.383943,0.909923,0.468587,0.909923,0.531413,0.618607,0.526574,1.728008,0.116067
381,3677,364,4169,6692,0.38385,0.909923,0.468646,0.909923,0.531354,0.618659,0.526507,1.728228,0.1165
382,3677,364,4168,6693,0.383758,0.909923,0.468706,0.909923,0.531294,0.618711,0.526439,1.728448,0.116833
383,3677,364,4167,6694,0.383666,0.909923,0.468766,0.909923,0.531234,0.618763,0.526372,1.728669,0.118
384,3675,366,4136,6725,0.380812,0.909428,0.47049,0.909428,0.52951,0.620148,0.524158,1.735028,0.118367
385,3675,366,4135,6726,0.38072,0.909428,0.470551,0.909428,0.529449,0.620201,0.524091,1.73525,0.1186
386,3675,366,4134,6727,0.380628,0.909428,0.470611,0.909428,0.529389,0.620253,0.524024,1.735472,0.119167
387,3675,366,4133,6728,0.380536,0.909428,0.470671,0.909428,0.529329,0.620306,0.523957,1.735694,0.1192
388,3675,366,4132,6729,0.380444,0.909428,0.470731,0.909428,0.529269,0.620358,0.523889,1.735917,0.1199
389,3675,366,4131,6730,0.380352,0.909428,0.470792,0.909428,0.529208,0.62041,0.523822,1.736139,0.12
390,3669,372,4085,6776,0.376116,0.907944,0.473175,0.907944,0.526825,0.622128,0.520333,1.744928,0.121
391,3668,373,4085,6776,0.376116,0.907696,0.473107,0.907696,0.526893,0.622011,0.520266,1.744678,0.122
392,3657,384,4049,6812,0.372802,0.904974,0.474565,0.904974,0.525435,0.622627,0.517112,1.750055,0.122367
393,3657,384,4048,6813,0.37271,0.904974,0.474627,0.904974,0.525373,0.62268,0.517045,1.750282,0.122571
394,3657,384,4047,6814,0.372618,0.904974,0.474688,0.904974,0.525312,0.622733,0.516978,1.750509,0.123867
395,3657,384,4046,6815,0.372526,0.904974,0.47475,0.904974,0.52525,0.622786,0.51691,1.750736,0.124
396,3648,393,4013,6848,0.369487,0.902747,0.476178,0.902747,0.523822,0.623483,0.514092,1.756002,0.124333
397,3648,393,4012,6849,0.369395,0.902747,0.47624,0.902747,0.52376,0.623536,0.514025,1.756232,0.124833
398,3648,393,4011,6850,0.369303,0.902747,0.476302,0.902747,0.523698,0.62359,0.513958,1.756461,0.126
399,3642,399,3975,6886,0.365988,0.901262,0.478141,0.901262,0.521859,0.624807,0.511139,1.763241,0.126467
400,3642,399,3974,6887,0.365896,0.901262,0.478204,0.901262,0.521796,0.624861,0.511072,1.763473,0.1265
401,3642,399,3972,6889,0.365712,0.901262,0.478329,0.901262,0.521671,0.624968,0.510938,1.763936,0.1266
402,3642,399,3971,6890,0.36562,0.901262,0.478392,0.901262,0.521608,0.625021,0.510871,1.764168,0.126667
403,3642,399,3969,6892,0.365436,0.901262,0.478518,0.901262,0.521482,0.625129,0.510737,1.764631,0.127833
404,3642,399,3968,6893,0.365344,0.901262,0.478581,0.901262,0.521419,0.625182,0.51067,1.764863,0.128
405,3638,403,3927,6934,0.361569,0.900272,0.480899,0.900272,0.519101,0.626917,0.50765,1.773411,0.1282
406,3638,403,3926,6935,0.361477,0.900272,0.480962,0.900272,0.519038,0.626971,0.507583,1.773646,0.128367
407,3638,403,3925,6936,0.361385,0.900272,0.481026,0.900272,0.518974,0.627025,0.507516,1.77388,0.128667
408,3637,404,3925,6936,0.361385,0.900025,0.480957,0.900025,0.519043,0.626907,0.507449,1.773627,0.1295
409,3637,404,3924,6937,0.361293,0.900025,0.481021,0.900025,0.518979,0.626961,0.507382,1.773862,0.13
410,3629,412,3896,6965,0.358715,0.898045,0.482259,0.898045,0.517741,0.627529,0.504966,1.778428,0.130333
411,3629,412,3895,6966,0.358623,0.898045,0.482323,0.898045,0.517677,0.627583,0.504899,1.778664,0.1305
412,3629,412,3894,6967,0.358531,0.898045,0.482387,0.898045,0.517613,0.627637,0.504832,1.7789,0.1312
413,3629,412,3893,6968,0.358438,0.898045,0.482451,0.898045,0.517549,0.627692,0.504764,1.779137,0.13149
414,3629,412,3892,6969,0.358346,0.898045,0.482516,0.898045,0.517484,0.627746,0.504697,1.779373,0.132
415,3625,416,3856,7005,0.355032,0.897055,0.484561,0.897055,0.515439,0.629231,0.502013,1.786916,0.1322
416,3625,416,3855,7006,0.35494,0.897055,0.484626,0.897055,0.515374,0.629286,0.501946,1.787155,0.1325
417,3625,416,3853,7008,0.354756,0.897055,0.484755,0.897055,0.515245,0.629395,0.501812,1.787633,0.133
418,3625,416,3851,7010,0.354571,0.897055,0.484885,0.897055,0.515115,0.629504,0.501678,1.788111,0.1335
419,3625,416,3850,7011,0.354479,0.897055,0.48495,0.897055,0.51505,0.629559,0.501611,1.78835,0.133933
420,3625,416,3849,7012,0.354387,0.897055,0.485015,0.897055,0.514985,0.629614,0.501543,1.788589,0.134
421,3619,422,3826,7035,0.35227,0.89557,0.486098,0.89557,0.513902,0.630158,0.499597,1.792584,0.134367
422,3619,422,3825,7036,0.352178,0.89557,0.486163,0.89557,0.513837,0.630213,0.49953,1.792825,0.1345
423,3618,423,3825,7036,0.352178,0.895323,0.486094,0.895323,0.513906,0.630094,0.499463,1.792571,0.1348
424,3618,423,3824,7037,0.352085,0.895323,0.48616,0.895323,0.51384,0.630149,0.499396,1.792811,0.135
425,3618,423,3822,7039,0.351901,0.895323,0.48629,0.895323,0.51371,0.630259,0.499262,1.793293,0.136
426,3611,430,3784,7077,0.348403,0.893591,0.488303,0.893591,0.511697,0.631515,0.496242,1.800715,0.136333
427,3611,430,3782,7079,0.348218,0.893591,0.488435,0.893591,0.511565,0.631625,0.496108,1.801202,0.1365
428,3611,430,3781,7080,0.348126,0.893591,0.488501,0.893591,0.511499,0.63168,0.496041,1.801446,0.136667
429,3611,430,3780,7081,0.348034,0.893591,0.488567,0.893591,0.511433,0.631735,0.495974,1.80169,0.137
430,3610,431,3780,7081,0.348034,0.893343,0.488498,0.893343,0.511502,0.631616,0.495907,1.801434,0.1372
431,3610,431,3779,7082,0.347942,0.893343,0.488564,0.893343,0.511436,0.631671,0.495839,1.801678,0.137333
432,3610,431,3778,7083,0.34785,0.893343,0.48863,0.893343,0.51137,0.631726,0.495772,1.801922,0.138
433,3608,433,3740,7121,0.344351,0.892848,0.491018,0.892848,0.508982,0.633594,0.493088,1.810727,0.1385
434,3608,433,3739,7122,0.344259,0.892848,0.491085,0.892848,0.508915,0.633649,0.493021,1.810974,0.138667
435,3608,433,3738,7123,0.344167,0.892848,0.491152,0.892848,0.508848,0.633705,0.492954,1.81122,0.1392
436,3608,433,3737,7124,0.344075,0.892848,0.491219,0.892848,0.508781,0.633761,0.492887,1.811467,0.139333
437,3608,433,3735,7126,0.343891,0.892848,0.491352,0.892848,0.508648,0.633872,0.492753,1.81196,0.139333
438,3608,433,3734,7127,0.343799,0.892848,0.491419,0.892848,0.508581,0.633928,0.492686,1.812207,0.13975
439,3608,433,3733,7128,0.343707,0.892848,0.491486,0.892848,0.508514,0.633983,0.492618,1.812454,0.14
440,3602,439,3703,7158,0.340945,0.891364,0.493087,0.891364,0.506913,0.634937,0.490203,1.818357,0.140267
441,3601,440,3703,7158,0.340945,0.891116,0.493018,0.891116,0.506982,0.634817,0.490136,1.818101,0.1405
442,3601,440,3702,7159,0.340853,0.891116,0.493085,0.891116,0.506915,0.634873,0.490068,1.81835,0.141
443,3601,440,3701,7160,0.340761,0.891116,0.493153,0.891116,0.506847,0.634929,0.490001,1.818599,0.142
444,3594,447,3673,7188,0.338182,0.889384,0.494564,0.889384,0.505436,0.635656,0.487653,1.823806,0.143
445,3592,449,3671,7190,0.337998,0.888889,0.494561,0.888889,0.505439,0.635527,0.487384,1.823795,0.143333
446,3592,449,3670,7191,0.337906,0.888889,0.49463,0.888889,0.50537,0.635583,0.487317,1.824046,0.144
447,3584,457,3643,7218,0.33542,0.886909,0.495918,0.886909,0.504082,0.636138,0.484968,1.828798,0.1444
448,3583,458,3643,7218,0.33542,0.886662,0.495848,0.886662,0.504152,0.636017,0.484901,1.82854,0.144433
449,3583,458,3642,7219,0.335328,0.886662,0.495917,0.886662,0.504083,0.636073,0.484834,1.828793,0.1445
450,3583,458,3641,7220,0.335236,0.886662,0.495986,0.886662,0.504014,0.63613,0.484767,1.829047,0.144667
